Pais,Camiseta,Nombre,Apellido,PJ,Goles,Minutos,Asistencias,Amarillas,Rojas,Faltas
Canada,21,nombre21,apellido21,1,0,90,0,0,0,0
Canada,22,nombre22,apellido22,3,1,270,0,0,0,0
Canada,23,nombre23,apellido23,3,0,270,0,0,0,0
Canada,24,nombre24,apellido24,1,0,90,0,1,0,0
Canada,25,nombre25,apellido25,1,0,90,0,0,0,0
Canada,26,nombre26,apellido26,3,0,270,0,1,0,0
Egipto,1,nombre1,apellido1,0,0,0,0,0,0,0
Egipto,2,nombre2,apellido2,1,1,90,0,0,0,0
Egipto,3,nombre3,apellido3,1,0,90,0,0,0,0
Egipto,4,nombre4,apellido4,0,0,0,0,0,0,0
Egipto,5,nombre5,apellido5,2,1,180,0,0,0,0
Egipto,6,nombre6,apellido6,2,0,180,0,0,0,0
Egipto,7,nombre7,apellido7,3,2,270,0,1,0,0
Egipto,8,nombre8,apellido8,1,0,90,0,0,0,0
Egipto,9,nombre9,apellido9,2,0,180,0,0,0,1
Egipto,10,nombre10,apellido10,2,0,180,0,0,0,0
Egipto,11,nombre11,apellido11,2,0,180,0,0,0,0
Egipto,12,nombre12,apellido12,0,0,0,0,0,0,0
Egipto,13,nombre13,apellido13,1,1,90,0,0,0,0
Egipto,14,nombre14,apellido14,2,0,180,0,0,0,0
Egipto,15,nombre15,apellido15,1,0,90,0,0,0,0
Egipto,16,nombre16,apellido16,1,1,90,0,0,0,0
Egipto,17,nombre17,apellido17,2,0,180,0,0,0,1
Egipto,18,nombre18,apellido18,1,0,90,0,0,0,0
Egipto,19,nombre19,apellido19,1,0,90,0,0,0,0
Egipto,20,nombre20,apellido20,1,0,90,0,1,0,0
Egipto,21,nombre21,apellido21,2,0,180,0,0,0,0
Egipto,22,nombre22,apellido22,1,0,90,0,0,0,0
Egipto,23,nombre23,apellido23,1,0,90,0,0,0,0
Egipto,24,nombre24,apellido24,1,0,90,0,0,0,0
Egipto,25,nombre25,apellido25,1,0,90,0,0,0,0
Egipto,26,nombre26,apellido26,1,0,90,0,0,0,0
Australia,1,nombre1,apellido1,1,0,120,0,0,0,0
Australia,2,nombre2,apellido2,3,0,330,0,0,0,2
Australia,3,nombre3,apellido3,4,0,420,0,0,0,0
Australia,4,nombre4,apellido4,1,0,120,0,0,0,0
Australia,5,nombre5,apellido5,3,0,300,0,0,0,0
Australia,6,nombre6,apellido6,1,1,90,0,0,0,0
Australia,7,nombre7,apellido7,1,0,90,0,0,0,1
Australia,8,nombre8,apellido8,5,1,510,0,1,0,1
Australia,9,nombre9,apellido9,5,3,480,0,2,0,2
Australia,10,nombre10,apellido10,3,1,270,0,0,0,0
Australia,11,nombre11,apellido11,2,0,180,0,0,0,0
Australia,12,nombre12,apellido12,3,0,300,0,0,0,1
Australia,13,nombre13,apellido13,5,0,480,0,0,0,2
Australia,14,nombre14,apellido14,3,1,300,0,0,0,0
Australia,15,nombre15,apellido15,2,2,210,0,0,0,0
Australia,16,nombre16,apellido16,0,0,0,0,0,0,0
Australia,17,nombre17,apellido17,1,0,90,0,0,0,0
Australia,18,nombre18,apellido18,4,4,390,0,0,0,1
Australia,19,nombre19,apellido19,3,0,270,0,0,0,1
Australia,20,nombre20,apellido20,2,0,210,0,0,0,0
Australia,21,nombre21,apellido21,3,2,300,0,0,0,0
Australia,22,nombre22,apellido22,2,0,210,0,0,0,0
Australia,23,nombre23,apellido23,1,1,120,0,0,0,0
Australia,24,nombre24,apellido24,4,2,390,0,0,0,1
Australia,25,nombre25,apellido25,2,2,210,0,0,0,0
Australia,26,nombre26,apellido26,2,0,210,0,0,0,1
Paises Bajos,1,nombre1,apellido1,1,0,120,0,0,0,0
Paises Bajos,2,nombre2,apellido2,2,2,210,0,0,0,0
Paises Bajos,3,nombre3,apellido3,2,0,210,0,0,0,0
Paises Bajos,4,nombre4,apellido4,2,2,210,0,1,0,0
Paises Bajos,5,nombre5,apellido5,3,1,330,0,0,0,1
Paises Bajos,6,nombre6,apellido6,3,1,300,0,0,0,0
Paises Bajos,7,nombre7,apellido7,2,1,210,0,0,0,1
Paises Bajos,8,nombre8,apellido8,1,0,90,0,0,0,0
Paises Bajos,9,nombre9,apellido9,2,0,210,0,1,0,0
Paises Bajos,10,nombre10,apellido10,2,1,180,0,0,0,0
Paises Bajos,11,nombre11,apellido11,2,0,180,0,0,0,1
Paises Bajos,12,nombre12,apellido12,1,0,90,0,0,0,1
Paises Bajos,13,nombre13,apellido13,2,1,210,0,0,0,0
Paises Bajos,14,nombre14,apellido14,3,1,300,0,0,0,0
Paises Bajos,15,nombre15,apellido15,4,1,420,0,1,0,0
Paises Bajos,16,nombre16,apellido16,3,2,300,0,0,0,1
Paises Bajos,17,nombre17,apellido17,2,0,210,0,0,0,0
Paises Bajos,18,nombre18,apellido18,1,0,120,0,0,0,0
Paises Bajos,19,nombre19,apellido19,1,0,90,0,0,0,0
Paises Bajos,20,nombre20,apellido20,3,1,300,0,0,0,2
Paises Bajos,21,nombre21,apellido21,3,0,300,0,0,0,0
Paises Bajos,22,nombre22,apellido22,2,0,210,0,0,0,1
Paises Bajos,23,nombre23,apellido23,2,1,210,0,0,0,0
Paises Bajos,24,nombre24,apellido24,2,1,180,0,0,0,0
Paises Bajos,25,nombre25,apellido25,2,0,210,0,1,0,0
Paises Bajos,26,nombre26,apellido26,2,1,210,0,0,0,2
Colombia,1,nombre1,apellido1,3,0,270,0,0,0,1
Colombia,2,nombre2,apellido2,2,0,180,0,0,0,0
Colombia,3,nombre3,apellido3,0,0,0,0,0,0,0
Colombia,4,nombre4,apellido4,2,1,180,0,0,0,1
Colombia,5,nombre5,apellido5,2,0,180,0,0,0,1
Colombia,6,nombre6,apellido6,1,1,90,0,0,0,0
Colombia,7,nombre7,apellido7,1,1,90,0,0,0,0
Colombia,8,nombre8,apellido8,1,0,90,0,0,0,0
Colombia,9,nombre9,apellido9,1,0,90,0,0,0,0
Colombia,10,nombre10,apellido10,0,0,0,0,0,0,0
Colombia,11,nombre11,apellido11,3,2,270,0,0,0,1
Colombia,12,nombre12,apellido12,1,1,90,0,0,0,0
Colombia,13,nombre13,apellido13,1,0,90,0,0,0,0
Colombia,14,nombre14,apellido14,0,0,0,0,0,0,0
Colombia,15,nombre15,apellido15,0,0,0,0,0,0,0
Colombia,16,nombre16,apellido16,2,0,180,0,0,0,0
Colombia,17,nombre17,apellido17,3,1,270,0,0,0,1
Colombia,18,nombre18,apellido18,2,0,180,0,0,0,0
Colombia,19,nombre19,apellido19,1,0,90,0,0,0,0
Colombia,20,nombre20,apellido20,0,0,0,0,0,0,0
Colombia,21,nombre21,apellido21,1,1,90,0,0,0,0
Colombia,22,nombre22,apellido22,1,0,90,0,0,0,0
Colombia,23,nombre23,apellido23,2,1,180,0,0,0,1
Colombia,24,nombre24,apellido24,1,0,90,0,0,0,0
Colombia,25,nombre25,apellido25,2,0,180,0,0,0,0
Colombia,26,nombre26,apellido26,0,0,0,0,0,0,0
Estados Unidos B,1,nombre1,apellido1,1,0,90,0,0,0,0
Estados Unidos B,2,nombre2,apellido2,0,0,0,0,0,0,0
Estados Unidos B,3,nombre3,apellido3,2,0,180,0,0,0,1
Estados Unidos B,4,nombre4,apellido4,2,0,180,0,0,0,1
Estados Unidos B,5,nombre5,apellido5,2,0,180,0,0,0,0
Estados Unidos B,6,nombre6,apellido6,1,0,90,0,0,0,1
Estados Unidos B,7,nombre7,apellido7,1,0,120,0,0,0,0
Estados Unidos B,8,nombre8,apellido8,1,0,90,0,0,0,0
Estados Unidos B,9,nombre9,apellido9,2,2,180,0,0,0,1
Estados Unidos B,10,nombre10,apellido10,1,0,120,0,0,0,0
Estados Unidos B,11,nombre11,apellido11,2,0,180,0,0,0,1
Estados Unidos B,12,nombre12,apellido12,2,0,210,0,1,0,0
Estados Unidos B,13,nombre13,apellido13,3,2,300,0,1,0,1
Estados Unidos B,14,nombre14,apellido14,4,2,390,0,1,0,1
Estados Unidos B,15,nombre15,apellido15,1,0,120,0,0,0,0
Estados Unidos B,16,nombre16,apellido16,2,0,210,0,1,0,0
Estados Unidos B,17,nombre17,apellido17,3,3,300,0,0,0,0
Estados Unidos B,18,nombre18,apellido18,1,0,90,0,0,0,0
Estados Unidos B,19,nombre19,apellido19,1,0,90,0,0,0,0
Estados Unidos B,20,nombre20,apellido20,2,1,210,0,1,0,0
Estados Unidos B,21,nombre21,apellido21,1,0,90,0,0,0,1
Estados Unidos B,22,nombre22,apellido22,1,0,90,0,0,0,0
Estados Unidos B,23,nombre23,apellido23,3,1,300,0,0,0,1
Estados Unidos B,24,nombre24,apellido24,2,0,180,0,0,0,0
Estados Unidos B,25,nombre25,apellido25,3,1,300,0,0,0,1
Estados Unidos B,26,nombre26,apellido26,0,0,0,0,0,0,0
Tunez,1,nombre1,apellido1,1,0,90,0,0,0,1
Tunez,2,nombre2,apellido2,1,0,90,0,0,0,1
Tunez,3,nombre3,apellido3,2,1,180,0,0,0,0
Tunez,4,nombre4,apellido4,2,1,180,0,0,0,2
Tunez,5,nombre5,apellido5,1,0,90,0,0,0,0
Tunez,6,nombre6,apellido6,1,0,90,0,0,0,0
Tunez,7,nombre7,apellido7,2,1,180,0,0,0,0
Tunez,8,nombre8,apellido8,1,0,90,0,0,0,0
Tunez,9,nombre9,apellido9,2,0,180,0,0,0,1
Tunez,10,nombre10,apellido10,4,0,360,0,1,0,2
Tunez,11,nombre11,apellido11,1,0,90,0,0,0,0
Tunez,12,nombre12,apellido12,1,0,90,0,0,0,1
Tunez,13,nombre13,apellido13,4,3,360,0,0,0,0
Tunez,14,nombre14,apellido14,1,1,90,0,0,0,0
Tunez,15,nombre15,apellido15,2,0,180,0,0,0,0
Tunez,16,nombre16,apellido16,3,1,270,0,0,0,1
Tunez,17,nombre17,apellido17,1,0,90,0,0,0,0
Tunez,18,nombre18,apellido18,3,0,270,0,0,0,1
Tunez,19,nombre19,apellido19,0,0,0,0,0,0,0
Tunez,20,nombre20,apellido20,2,0,180,0,0,0,0
Tunez,21,nombre21,apellido21,0,0,0,0,0,0,0
Tunez,22,nombre22,apellido22,3,0,270,0,0,0,0
Tunez,23,nombre23,apellido23,1,0,90,0,0,0,0
Tunez,24,nombre24,apellido24,1,1,90,0,0,0,0
Tunez,25,nombre25,apellido25,2,1,180,0,1,0,0
Tunez,26,nombre26,apellido26,2,1,180,0,0,0,1
Iran,1,nombre1,apellido1,0,0,0,0,0,0,0
Iran,2,nombre2,apellido2,1,1,90,0,0,0,1
Iran,3,nombre3,apellido3,1,1,90,0,0,0,0
Iran,4,nombre4,apellido4,3,3,270,0,1,0,1
Iran,5,nombre5,apellido5,3,1,300,0,1,0,1
Iran,6,nombre6,apellido6,3,2,300,0,0,0,1
Iran,7,nombre7,apellido7,3,0,300,0,0,0,1
Iran,8,nombre8,apellido8,2,0,180,0,0,0,0
Iran,9,nombre9,apellido9,4,2,390,0,0,0,0
Iran,10,nombre10,apellido10,4,1,390,0,0,0,1
Iran,11,nombre11,apellido11,0,0,0,0,0,0,0
Iran,12,nombre12,apellido12,3,1,300,0,0,0,2
Iran,13,nombre13,apellido13,2,1,180,0,0,0,1
Iran,14,nombre14,apellido14,2,0,180,0,0,0,0
Iran,15,nombre15,apellido15,2,0,180,0,0,0,2
Iran,16,nombre16,apellido16,2,1,210,0,0,0,1
Iran,17,nombre17,apellido17,1,0,90,0,0,0,0
Iran,18,nombre18,apellido18,3,0,300,0,0,0,1
Iran,19,nombre19,apellido19,4,0,390,0,1,0,0
Iran,20,nombre20,apellido20,2,1,180,0,2,0,1
Iran,21,nombre21,apellido21,3,1,270,0,0,0,1
Iran,22,nombre22,apellido22,1,0,90,0,1,0,0
Iran,23,nombre23,apellido23,2,0,210,0,0,0,0
Iran,24,nombre24,apellido24,1,0,90,0,0,0,0
Iran,25,nombre25,apellido25,1,0,90,0,0,0,0
Iran,26,nombre26,apellido26,2,0,210,0,0,0,1
Belgica,1,nombre1,apellido1,1,1,90,0,0,0,0
Belgica,2,nombre2,apellido2,2,0,180,0,0,0,0
Belgica,3,nombre3,apellido3,0,0,0,0,0,0,0
Belgica,4,nombre4,apellido4,2,0,180,0,0,0,2
Belgica,5,nombre5,apellido5,2,0,180,0,0,0,0
Belgica,6,nombre6,apellido6,1,2,90,0,1,0,0
Belgica,7,nombre7,apellido7,0,0,0,0,0,0,0
Belgica,8,nombre8,apellido8,1,0,90,0,0,0,0
Belgica,9,nombre9,apellido9,3,0,270,0,1,0,3
Belgica,10,nombre10,apellido10,1,0,90,0,0,0,0
Belgica,11,nombre11,apellido11,2,1,180,0,0,0,0
Belgica,12,nombre12,apellido12,1,1,90,0,0,0,1
Belgica,13,nombre13,apellido13,1,1,90,0,0,0,0
Belgica,14,nombre14,apellido14,2,0,180,0,0,0,2
Belgica,15,nombre15,apellido15,1,0,90,0,0,0,0
Belgica,16,nombre16,apellido16,1,0,90,0,0,0,0
Belgica,17,nombre17,apellido17,2,1,180,0,0,0,0
Belgica,18,nombre18,apellido18,1,0,90,0,0,0,0
Belgica,19,nombre19,apellido19,3,1,270,0,0,0,2
Belgica,20,nombre20,apellido20,2,1,180,0,0,0,0
Belgica,21,nombre21,apellido21,0,0,0,0,0,0,0
Belgica,22,nombre22,apellido22,1,0,90,0,0,0,0
Belgica,23,nombre23,apellido23,1,0,90,0,0,0,0
Belgica,24,nombre24,apellido24,2,0,180,0,0,0,1
Belgica,25,nombre25,apellido25,0,0,0,0,0,0,0
Belgica,26,nombre26,apellido26,0,0,0,0,0,0,0
Suiza,1,nombre1,apellido1,2,0,180,0,0,0,1
Suiza,2,nombre2,apellido2,0,0,0,0,0,0,0
Suiza,3,nombre3,apellido3,1,1,90,0,0,0,0
Suiza,4,nombre4,apellido4,3,2,270,0,0,0,0
Suiza,5,nombre5,apellido5,1,0,90,0,0,0,1
Suiza,6,nombre6,apellido6,0,0,0,0,0,0,0
Suiza,7,nombre7,apellido7,1,0,90,0,0,0,0
Suiza,8,nombre8,apellido8,1,0,90,0,0,0,0
Suiza,9,nombre9,apellido9,0,0,0,0,0,0,0
Suiza,10,nombre10,apellido10,0,0,0,0,0,0,0
Suiza,11,nombre11,apellido11,3,1,270,0,0,0,0
Suiza,12,nombre12,apellido12,1,1,90,0,0,0,0
Suiza,13,nombre13,apellido13,1,0,90,0,0,0,1
Suiza,14,nombre14,apellido14,2,0,180,0,0,0,1
Suiza,15,nombre15,apellido15,1,1,90,0,1,0,0
Suiza,16,nombre16,apellido16,2,0,180,0,0,0,0
Suiza,17,nombre17,apellido17,2,0,180,0,0,0,0
Suiza,18,nombre18,apellido18,3,0,270,0,0,0,0
Suiza,19,nombre19,apellido19,0,0,0,0,0,0,0
Suiza,20,nombre20,apellido20,3,1,270,0,0,0,0
Suiza,21,nombre21,apellido21,0,0,0,0,0,0,0
Suiza,22,nombre22,apellido22,0,0,0,0,0,0,0
Suiza,23,nombre23,apellido23,1,1,90,0,0,0,0
Suiza,24,nombre24,apellido24,2,0,180,0,0,0,1
Suiza,25,nombre25,apellido25,2,1,180,0,0,0,1
Suiza,26,nombre26,apellido26,1,0,90,0,0,0,0
Ecuador,1,nombre1,apellido1,1,0,90,0,0,0,0
Ecuador,2,nombre2,apellido2,1,0,90,0,0,0,0
Ecuador,3,nombre3,apellido3,1,1,90,0,0,0,0
Ecuador,4,nombre4,apellido4,1,0,90,0,0,0,1
Ecuador,5,nombre5,apellido5,1,0,90,0,0,0,1
Ecuador,6,nombre6,apellido6,3,1,270,0,0,0,1
Ecuador,7,nombre7,apellido7,2,1,180,0,0,0,2
Ecuador,8,nombre8,apellido8,1,1,90,0,0,0,1
Ecuador,9,nombre9,apellido9,2,0,180,0,0,0,0
Ecuador,10,nombre10,apellido10,1,1,90,0,0,0,0
Ecuador,11,nombre11,apellido11,2,0,180,0,0,0,0
Ecuador,12,nombre12,apellido12,2,0,180,0,0,0,0
Ecuador,13,nombre13,apellido13,2,0,180,0,0,0,2
Ecuador,14,nombre14,apellido14,2,1,180,0,0,0,0
Ecuador,15,nombre15,apellido15,0,0,0,0,0,0,0
Ecuador,16,nombre16,apellido16,0,0,0,0,0,0,0
Ecuador,17,nombre17,apellido17,0,0,0,0,0,0,0
Ecuador,18,nombre18,apellido18,1,0,90,0,0,0,1
Ecuador,19,nombre19,apellido19,1,0,90,0,0,0,0
Ecuador,20,nombre20,apellido20,2,0,180,0,0,0,0
Ecuador,21,nombre21,apellido21,0,0,0,0,0,0,0
Ecuador,22,nombre22,apellido22,3,1,270,0,1,0,0
Ecuador,23,nombre23,apellido23,2,2,180,0,0,0,1
Ecuador,24,nombre24,apellido24,2,0,180,0,0,0,0
Ecuador,25,nombre25,apellido25,0,0,0,0,0,0,0
Ecuador,26,nombre26,apellido26,0,0,0,0,0,0,0
Costa Rica,1,nombre1,apellido1,2,0,180,0,0,0,1
Costa Rica,2,nombre2,apellido2,2,0,180,0,1,0,0
Costa Rica,3,nombre3,apellido3,2,1,180,0,1,0,2
Costa Rica,4,nombre4,apellido4,1,1,90,0,0,0,0
Costa Rica,5,nombre5,apellido5,0,0,0,0,0,0,0
Costa Rica,6,nombre6,apellido6,1,0,90,0,0,0,0
Costa Rica,7,nombre7,apellido7,1,0,90,0,0,0,0
Costa Rica,8,nombre8,apellido8,0,0,0,0,0,0,0
Costa Rica,9,nombre9,apellido9,1,0,90,0,0,0,0
Costa Rica,10,nombre10,apellido10,2,0,180,0,0,0,0
Costa Rica,11,nombre11,apellido11,1,0,90,0,0,0,0
Costa Rica,12,nombre12,apellido12,0,0,0,0,0,0,0
Costa Rica,13,nombre13,apellido13,1,0,90,0,0,0,1
Costa Rica,14,nombre14,apellido14,2,0,180,0,0,0,0
Costa Rica,15,nombre15,apellido15,0,0,0,0,0,0,0
Costa Rica,16,nombre16,apellido16,1,0,90,0,0,0,1
Costa Rica,17,nombre17,apellido17,2,0,180,0,0,0,0
Costa Rica,18,nombre18,apellido18,2,1,180,0,0,0,1
Costa Rica,19,nombre19,apellido19,1,0,90,0,0,0,0
Costa Rica,20,nombre20,apellido20,2,3,180,0,0,0,0
Costa Rica,21,nombre21,apellido21,2,1,180,0,1,0,0
Costa Rica,22,nombre22,apellido22,1,1,90,0,0,0,0
Costa Rica,23,nombre23,apellido23,1,0,90,0,0,0,0
Costa Rica,24,nombre24,apellido24,2,0,180,0,0,0,0
Costa Rica,25,nombre25,apellido25,1,0,90,0,0,0,0
Costa Rica,26,nombre26,apellido26,2,1,180,0,1,0,0
Camerun,1,nombre1,apellido1,1,0,90,0,0,0,0
Camerun,2,nombre2,apellido2,2,0,180,0,0,0,0
Camerun,3,nombre3,apellido3,0,0,0,0,0,0,0
Camerun,4,nombre4,apellido4,1,0,90,0,0,0,0
Camerun,5,nombre5,apellido5,2,0,180,0,0,0,0
Camerun,6,nombre6,apellido6,1,0,90,0,0,0,0
Camerun,7,nombre7,apellido7,1,0,90,0,0,0,0
Camerun,8,nombre8,apellido8,2,0,180,0,1,0,1
Camerun,9,nombre9,apellido9,1,1,90,0,0,0,0
Camerun,10,nombre10,apellido10,0,0,0,0,0,0,0
Camerun,11,nombre11,apellido11,1,0,90,0,0,0,0
Camerun,12,nombre12,apellido12,1,0,90,0,0,0,0
Camerun,13,nombre13,apellido13,2,1,180,0,0,0,0
Camerun,14,nombre14,apellido14,3,0,270,0,1,0,0
Camerun,15,nombre15,apellido15,1,0,90,0,0,0,1
Camerun,16,nombre16,apellido16,1,0,90,0,0,0,1
Camerun,17,nombre17,apellido17,1,0,90,0,0,0,1
Camerun,18,nombre18,apellido18,3,2,270,0,0,0,0
Camerun,19,nombre19,apellido19,0,0,0,0,0,0,0
Camerun,20,nombre20,apellido20,0,0,0,0,0,0,0
Camerun,21,nombre21,apellido21,2,2,180,0,0,0,0
Camerun,22,nombre22,apellido22,1,0,90,0,0,0,0
Camerun,23,nombre23,apellido23,1,1,90,0,0,0,1
Camerun,24,nombre24,apellido24,0,0,0,0,0,0,0
Camerun,25,nombre25,apellido25,2,1,180,0,0,0,1
Camerun,26,nombre26,apellido26,3,1,270,0,0,0,0
Arabia Saudita,1,nombre1,apellido1,0,0,0,0,0,0,0
Arabia Saudita,2,nombre2,apellido2,2,0,180,0,0,0,1
Arabia Saudita,3,nombre3,apellido3,3,1,300,0,0,0,0
Arabia Saudita,4,nombre4,apellido4,1,0,120,0,0,0,0
Arabia Saudita,5,nombre5,apellido5,1,1,90,0,0,0,0
Arabia Saudita,6,nombre6,apellido6,3,3,270,0,0,0,0
Arabia Saudita,7,nombre7,apellido7,1,0,120,0,0,0,0
Arabia Saudita,8,nombre8,apellido8,2,0,180,0,0,0,1
Arabia Saudita,9,nombre9,apellido9,2,2,180,0,0,0,0
Arabia Saudita,10,nombre10,apellido10,3,1,270,0,0,0,0
Arabia Saudita,11,nombre11,apellido11,1,0,120,0,1,0,1
Arabia Saudita,12,nombre12,apellido12,2,0,210,0,0,0,0
Arabia Saudita,13,nombre13,apellido13,2,1,210,0,0,0,1
Arabia Saudita,14,nombre14,apellido14,2,0,180,0,0,0,0
Arabia Saudita,15,nombre15,apellido15,3,2,300,0,1,0,1
Arabia Saudita,16,nombre16,apellido16,3,0,300,0,0,0,1
Arabia Saudita,17,nombre17,apellido17,1,0,90,0,0,0,0
Arabia Saudita,18,nombre18,apellido18,1,1,120,0,0,0,0
Arabia Saudita,19,nombre19,apellido19,1,0,120,0,0,0,0
Arabia Saudita,20,nombre20,apellido20,1,0,90,0,0,0,0
Arabia Saudita,21,nombre21,apellido21,1,0,90,0,0,0,1
Arabia Saudita,22,nombre22,apellido22,2,0,180,0,0,0,1
Arabia Saudita,23,nombre23,apellido23,1,0,90,0,0,0,0
Arabia Saudita,24,nombre24,apellido24,2,0,180,0,0,0,1
Arabia Saudita,25,nombre25,apellido25,2,0,210,0,0,0,1
Arabia Saudita,26,nombre26,apellido26,1,0,90,0,0,0,0
Dinamarca,1,nombre1,apellido1,1,0,120,0,0,0,0
Dinamarca,2,nombre2,apellido2,3,3,300,0,0,0,1
Dinamarca,3,nombre3,apellido3,3,0,300,0,0,0,0
Dinamarca,4,nombre4,apellido4,2,0,210,0,1,0,3
Dinamarca,5,nombre5,apellido5,1,0,90,0,0,0,0
Dinamarca,6,nombre6,apellido6,1,1,120,0,0,0,0
Dinamarca,7,nombre7,apellido7,3,1,300,0,0,0,0
Dinamarca,8,nombre8,apellido8,3,0,270,0,0,0,0
Dinamarca,9,nombre9,apellido9,0,0,0,0,0,0,0
Dinamarca,10,nombre10,apellido10,2,0,210,0,0,0,3
Dinamarca,11,nombre11,apellido11,2,0,210,0,0,0,0
Dinamarca,12,nombre12,apellido12,3,1,270,0,0,0,0
Dinamarca,13,nombre13,apellido13,4,2,390,0,0,0,2
Dinamarca,14,nombre14,apellido14,1,0,120,0,0,0,0
Dinamarca,15,nombre15,apellido15,1,0,90,0,0,0,0
Dinamarca,16,nombre16,apellido16,2,0,180,0,0,0,0
Dinamarca,17,nombre17,apellido17,3,3,270,0,0,0,0
Dinamarca,18,nombre18,apellido18,2,1,180,0,0,0,1
Dinamarca,19,nombre19,apellido19,2,0,180,0,0,0,0
Dinamarca,20,nombre20,apellido20,2,0,180,0,0,0,0
Dinamarca,21,nombre21,apellido21,1,0,90,0,0,0,0
Dinamarca,22,nombre22,apellido22,0,0,0,0,0,0,0
Dinamarca,23,nombre23,apellido23,1,0,120,0,0,0,0
Dinamarca,24,nombre24,apellido24,0,0,0,0,0,0,0
Dinamarca,25,nombre25,apellido25,1,0,90,0,0,0,0
Dinamarca,26,nombre26,apellido26,0,0,0,0,0,0,0
Polonia,1,nombre1,apellido1,2,1,180,0,0,0,0
Polonia,2,nombre2,apellido2,2,0,210,0,0,0,0
Polonia,3,nombre3,apellido3,3,0,300,0,0,0,0
Polonia,4,nombre4,apellido4,2,2,210,0,1,0,0
Polonia,5,nombre5,apellido5,2,0,180,0,0,0,0
Polonia,6,nombre6,apellido6,1,0,120,0,0,0,0
Polonia,7,nombre7,apellido7,1,0,90,0,0,0,0
Polonia,8,nombre8,apellido8,1,0,90,0,0,0,0
Polonia,9,nombre9,apellido9,1,1,90,0,0,0,1
Polonia,10,nombre10,apellido10,1,0,90,0,0,0,0
Polonia,11,nombre11,apellido11,0,0,0,0,0,0,0
Polonia,12,nombre12,apellido12,1,1,90,0,0,0,0
Polonia,13,nombre13,apellido13,2,0,210,0,0,0,1
Polonia,14,nombre14,apellido14,3,0,300,0,0,0,1
Polonia,15,nombre15,apellido15,4,3,390,0,0,0,0
Polonia,16,nombre16,apellido16,2,0,210,0,0,0,0
Polonia,17,nombre17,apellido17,3,1,270,0,0,0,1
Polonia,18,nombre18,apellido18,3,1,300,0,0,0,1
Polonia,19,nombre19,apellido19,1,1,120,0,0,0,0
Polonia,20,nombre20,apellido20,1,0,90,0,0,0,1
Polonia,21,nombre21,apellido21,2,0,180,0,0,0,0
Polonia,22,nombre22,apellido22,1,0,90,0,0,0,0
Polonia,23,nombre23,apellido23,3,0,300,0,0,0,0
Polonia,24,nombre24,apellido24,1,1,90,0,0,0,1
Polonia,25,nombre25,apellido25,1,0,90,0,0,0,0
Polonia,26,nombre26,apellido26,0,0,0,0,0,0,0
Peru,1,nombre1,apellido1,3,0,270,0,1,0,0
Peru,2,nombre2,apellido2,1,2,90,0,0,0,0
Peru,3,nombre3,apellido3,2,1,180,0,0,0,0
Peru,4,nombre4,apellido4,1,0,90,0,0,0,0
Peru,5,nombre5,apellido5,1,0,90,0,0,0,0
Peru,6,nombre6,apellido6,2,1,180,0,1,0,1
Peru,7,nombre7,apellido7,0,0,0,0,0,0,0
Peru,8,nombre8,apellido8,1,0,90,0,0,0,1
Peru,9,nombre9,apellido9,2,0,180,0,1,0,0
Peru,10,nombre10,apellido10,2,0,180,0,0,0,0
Peru,11,nombre11,apellido11,1,0,90,0,0,0,0
Peru,12,nombre12,apellido12,0,0,0,0,0,0,0
Peru,13,nombre13,apellido13,1,1,90,0,0,0,0
Peru,14,nombre14,apellido14,1,0,90,0,0,0,1
Peru,15,nombre15,apellido15,1,0,90,0,0,0,0
Peru,16,nombre16,apellido16,1,1,90,0,0,0,0
Peru,17,nombre17,apellido17,2,0,180,0,0,0,0
Peru,18,nombre18,apellido18,0,0,0,0,0,0,0
