Pais,Camiseta,Nombre,Apellido,PJ,Goles,Minutos,Asistencias,Amarillas,Rojas,Faltas
Peru,19,nombre19,apellido19,1,0,90,0,0,0,0
Peru,20,nombre20,apellido20,3,1,270,0,0,0,0
Peru,21,nombre21,apellido21,1,0,90,0,0,0,0
Peru,22,nombre22,apellido22,1,0,90,0,0,0,0
Peru,23,nombre23,apellido23,1,1,90,0,0,0,0
Peru,24,nombre24,apellido24,1,1,90,0,0,0,0
Peru,25,nombre25,apellido25,1,0,90,0,0,0,1
Peru,26,nombre26,apellido26,2,0,180,0,1,0,0
Honduras,1,nombre1,apellido1,1,1,90,0,0,0,0
Honduras,2,nombre2,apellido2,0,0,0,0,0,0,0
Honduras,3,nombre3,apellido3,1,0,90,0,0,0,0
Honduras,4,nombre4,apellido4,2,1,180,0,0,0,1
Honduras,5,nombre5,apellido5,1,0,90,0,0,0,0
Honduras,6,nombre6,apellido6,3,1,270,0,0,0,0
Honduras,7,nombre7,apellido7,2,1,180,0,0,0,0
Honduras,8,nombre8,apellido8,1,1,90,0,0,0,0
Honduras,9,nombre9,apellido9,2,1,180,0,0,0,0
Honduras,10,nombre10,apellido10,0,0,0,0,0,0,0
Honduras,11,nombre11,apellido11,2,0,180,0,0,0,0
Honduras,12,nombre12,apellido12,1,0,90,0,0,0,0
Honduras,13,nombre13,apellido13,2,0,180,0,0,0,1
Honduras,14,nombre14,apellido14,1,0,90,0,0,0,0
Honduras,15,nombre15,apellido15,0,0,0,0,0,0,0
Honduras,16,nombre16,apellido16,2,1,180,0,0,0,0
Honduras,17,nombre17,apellido17,1,0,90,0,0,0,0
Honduras,18,nombre18,apellido18,2,0,180,0,0,0,0
Honduras,19,nombre19,apellido19,2,1,180,0,0,0,1
Honduras,20,nombre20,apellido20,1,0,90,0,0,0,0
Honduras,21,nombre21,apellido21,1,0,90,0,1,0,0
Honduras,22,nombre22,apellido22,1,0,90,0,0,0,0
Honduras,23,nombre23,apellido23,1,0,90,0,0,0,0
Honduras,24,nombre24,apellido24,1,0,90,0,0,0,0
Honduras,25,nombre25,apellido25,2,0,180,0,0,0,0
Honduras,26,nombre26,apellido26,0,0,0,0,0,0,0
Ghana,1,nombre1,apellido1,1,0,120,0,0,0,0
Ghana,2,nombre2,apellido2,1,0,120,0,0,0,0
Ghana,3,nombre3,apellido3,1,0,90,0,0,0,0
Ghana,4,nombre4,apellido4,4,1,390,0,0,0,1
Ghana,5,nombre5,apellido5,1,0,90,0,0,0,0
Ghana,6,nombre6,apellido6,2,1,180,0,0,0,0
Ghana,7,nombre7,apellido7,2,0,210,0,0,0,1
Ghana,8,nombre8,apellido8,1,0,90,0,0,0,0
Ghana,9,nombre9,apellido9,4,0,390,0,0,0,0
Ghana,10,nombre10,apellido10,1,0,90,0,0,0,0
Ghana,11,nombre11,apellido11,1,0,90,0,0,0,0
Ghana,12,nombre12,apellido12,2,2,180,0,0,0,0
Ghana,13,nombre13,apellido13,2,0,210,0,0,0,0
Ghana,14,nombre14,apellido14,3,2,300,0,0,0,1
Ghana,15,nombre15,apellido15,2,1,180,0,0,0,1
Ghana,16,nombre16,apellido16,2,1,180,0,0,0,0
Ghana,17,nombre17,apellido17,2,1,180,0,0,0,1
Ghana,18,nombre18,apellido18,0,0,0,0,0,0,0
Ghana,19,nombre19,apellido19,2,1,180,0,0,0,0
Ghana,20,nombre20,apellido20,2,0,210,0,0,0,1
Ghana,21,nombre21,apellido21,1,0,120,0,0,0,1
Ghana,22,nombre22,apellido22,2,0,180,0,0,0,0
Ghana,23,nombre23,apellido23,2,0,180,0,0,0,0
Ghana,24,nombre24,apellido24,1,2,120,0,0,0,0
Ghana,25,nombre25,apellido25,1,0,120,0,0,0,0
Ghana,26,nombre26,apellido26,1,0,90,0,0,0,0
Qatar,1,nombre1,apellido1,2,1,180,0,0,0,1
Qatar,2,nombre2,apellido2,0,0,0,0,0,0,0
Qatar,3,nombre3,apellido3,2,0,180,0,0,0,0
Qatar,4,nombre4,apellido4,1,0,90,0,0,0,0
Qatar,5,nombre5,apellido5,1,0,90,0,0,0,0
Qatar,6,nombre6,apellido6,1,0,90,0,0,0,1
Qatar,7,nombre7,apellido7,2,1,180,0,0,0,1
Qatar,8,nombre8,apellido8,2,1,180,0,0,0,0
Qatar,9,nombre9,apellido9,2,0,180,0,0,0,1
Qatar,10,nombre10,apellido10,2,0,180,0,0,0,0
Qatar,11,nombre11,apellido11,3,1,270,0,1,0,2
Qatar,12,nombre12,apellido12,1,0,90,0,0,0,0
Qatar,13,nombre13,apellido13,0,0,0,0,0,0,0
Qatar,14,nombre14,apellido14,2,0,180,0,1,0,0
Qatar,15,nombre15,apellido15,1,0,90,0,0,0,0
Qatar,16,nombre16,apellido16,1,0,90,0,0,0,0
Qatar,17,nombre17,apellido17,1,0,90,0,0,0,1
Qatar,18,nombre18,apellido18,1,0,90,0,0,0,1
Qatar,19,nombre19,apellido19,1,1,90,0,0,0,0
Qatar,20,nombre20,apellido20,1,0,90,0,0,0,0
Qatar,21,nombre21,apellido21,0,0,0,0,0,0,0
Qatar,22,nombre22,apellido22,2,0,180,0,1,0,0
Qatar,23,nombre23,apellido23,1,0,90,0,0,0,0
Qatar,24,nombre24,apellido24,1,0,90,0,0,0,1
Qatar,25,nombre25,apellido25,1,1,90,0,0,0,0
Qatar,26,nombre26,apellido26,1,0,90,0,1,0,0
Serbia,1,nombre1,apellido1,2,1,210,0,1,0,0
Serbia,2,nombre2,apellido2,4,2,390,0,1,0,0
Serbia,3,nombre3,apellido3,3,1,300,0,0,0,0
Serbia,4,nombre4,apellido4,2,0,240,0,0,0,0
Serbia,5,nombre5,apellido5,3,1,300,0,0,0,2
Serbia,6,nombre6,apellido6,2,1,210,0,0,0,0
Serbia,7,nombre7,apellido7,1,0,90,0,0,0,1
Serbia,8,nombre8,apellido8,3,0,330,0,0,0,0
Serbia,9,nombre9,apellido9,1,0,90,0,0,0,0
Serbia,10,nombre10,apellido10,3,0,330,0,0,0,0
Serbia,11,nombre11,apellido11,1,1,90,0,0,0,0
Serbia,12,nombre12,apellido12,4,0,420,0,0,0,1
Serbia,13,nombre13,apellido13,2,0,210,0,0,0,2
Serbia,14,nombre14,apellido14,3,1,330,0,0,0,0
Serbia,15,nombre15,apellido15,2,0,240,0,0,0,1
Serbia,16,nombre16,apellido16,3,2,330,0,0,0,0
Serbia,17,nombre17,apellido17,3,1,330,0,0,0,0
Serbia,18,nombre18,apellido18,1,2,90,0,0,0,1
Serbia,19,nombre19,apellido19,3,1,300,0,1,0,1
Serbia,20,nombre20,apellido20,2,1,210,0,0,0,1
Serbia,21,nombre21,apellido21,4,0,390,0,0,0,1
Serbia,22,nombre22,apellido22,5,0,510,0,0,0,1
Serbia,23,nombre23,apellido23,3,1,330,0,1,0,0
Serbia,24,nombre24,apellido24,2,0,210,0,0,0,1
Serbia,25,nombre25,apellido25,3,3,330,0,0,0,1
Serbia,26,nombre26,apellido26,1,0,120,0,0,0,0
Austria,1,nombre1,apellido1,2,0,180,0,0,0,0
Austria,2,nombre2,apellido2,0,0,0,0,0,0,0
Austria,3,nombre3,apellido3,1,0,90,0,0,0,0
Austria,4,nombre4,apellido4,1,0,90,0,0,0,0
Austria,5,nombre5,apellido5,1,1,90,0,0,0,1
Austria,6,nombre6,apellido6,0,0,0,0,0,0,0
Austria,7,nombre7,apellido7,2,1,180,0,0,0,0
Austria,8,nombre8,apellido8,2,0,180,0,1,0,1
Austria,9,nombre9,apellido9,0,0,0,0,0,0,0
Austria,10,nombre10,apellido10,3,1,270,0,0,0,0
Austria,11,nombre11,apellido11,2,1,180,0,0,0,1
Austria,12,nombre12,apellido12,1,1,90,0,0,0,0
Austria,13,nombre13,apellido13,3,2,270,0,0,0,1
Austria,14,nombre14,apellido14,0,0,0,0,0,0,0
Austria,15,nombre15,apellido15,2,0,180,0,0,0,1
Austria,16,nombre16,apellido16,3,0,270,0,0,0,0
Austria,17,nombre17,apellido17,1,0,90,0,0,0,0
Austria,18,nombre18,apellido18,0,0,0,0,0,0,0
Austria,19,nombre19,apellido19,2,0,180,0,0,0,0
Austria,20,nombre20,apellido20,1,1,90,0,0,0,0
Austria,21,nombre21,apellido21,1,0,90,0,0,0,0
Austria,22,nombre22,apellido22,1,1,90,0,0,0,1
Austria,23,nombre23,apellido23,1,0,90,0,1,0,0
Austria,24,nombre24,apellido24,1,0,90,0,0,0,0
Austria,25,nombre25,apellido25,0,0,0,0,0,0,0
Austria,26,nombre26,apellido26,2,0,180,0,0,0,0
Chile,1,nombre1,apellido1,1,0,90,0,0,0,0
Chile,2,nombre2,apellido2,2,0,180,0,0,0,1
Chile,3,nombre3,apellido3,1,1,90,0,0,0,0
Chile,4,nombre4,apellido4,3,3,270,0,0,0,0
Chile,5,nombre5,apellido5,0,0,0,0,0,0,0
Chile,6,nombre6,apellido6,1,1,90,0,0,0,0
Chile,7,nombre7,apellido7,2,0,180,0,0,0,1
Chile,8,nombre8,apellido8,2,3,180,0,0,0,1
Chile,9,nombre9,apellido9,2,0,180,0,0,0,0
Chile,10,nombre10,apellido10,0,0,0,0,0,0,0
Chile,11,nombre11,apellido11,1,0,90,0,0,0,0
Chile,12,nombre12,apellido12,1,0,90,0,0,0,1
Chile,13,nombre13,apellido13,2,0,180,0,0,0,0
Chile,14,nombre14,apellido14,1,0,90,0,0,0,0
Chile,15,nombre15,apellido15,0,0,0,0,0,0,0
Chile,16,nombre16,apellido16,2,0,180,0,0,0,0
Chile,17,nombre17,apellido17,0,0,0,0,0,0,0
Chile,18,nombre18,apellido18,2,0,180,0,0,0,0
Chile,19,nombre19,apellido19,3,0,270,0,0,0,2
Chile,20,nombre20,apellido20,3,0,270,0,1,0,1
Chile,21,nombre21,apellido21,1,0,90,0,0,0,0
Chile,22,nombre22,apellido22,1,0,90,0,1,0,0
Chile,23,nombre23,apellido23,1,0,90,0,0,0,0
Chile,24,nombre24,apellido24,0,0,0,0,0,0,0
Chile,25,nombre25,apellido25,0,0,0,0,0,0,0
Chile,26,nombre26,apellido26,1,0,90,0,0,0,0
Panama,1,nombre1,apellido1,0,0,0,0,0,0,0
Panama,2,nombre2,apellido2,1,0,90,0,0,0,0
Panama,3,nombre3,apellido3,2,0,180,0,0,0,0
Panama,4,nombre4,apellido4,3,0,270,0,0,0,0
Panama,5,nombre5,apellido5,1,1,90,0,1,0,1
Panama,6,nombre6,apellido6,3,2,270,0,0,0,1
Panama,7,nombre7,apellido7,1,1,90,0,0,0,0
Panama,8,nombre8,apellido8,2,1,180,0,1,0,1
Panama,9,nombre9,apellido9,2,0,180,0,1,0,0
Panama,10,nombre10,apellido10,2,0,180,0,0,0,0
Panama,11,nombre11,apellido11,1,0,90,0,0,0,0
Panama,12,nombre12,apellido12,1,0,90,0,0,0,0
Panama,13,nombre13,apellido13,1,1,90,0,2,1,0
Panama,14,nombre14,apellido14,0,0,0,0,0,0,0
Panama,15,nombre15,apellido15,0,0,0,0,0,0,0
Panama,16,nombre16,apellido16,2,0,180,0,0,0,0
Panama,17,nombre17,apellido17,2,0,180,0,0,0,0
Panama,18,nombre18,apellido18,1,0,90,0,0,0,0
Panama,19,nombre19,apellido19,1,0,90,0,0,0,0
Panama,20,nombre20,apellido20,1,1,90,0,0,0,0
Panama,21,nombre21,apellido21,2,0,180,0,0,0,0
Panama,22,nombre22,apellido22,0,0,0,0,0,0,0
Panama,23,nombre23,apellido23,1,1,90,0,0,0,0
Panama,24,nombre24,apellido24,0,0,0,0,0,0,0
Panama,25,nombre25,apellido25,1,0,90,0,0,0,0
Panama,26,nombre26,apellido26,2,0,180,0,0,0,1
Nigeria,1,nombre1,apellido1,2,1,180,0,0,0,1
Nigeria,2,nombre2,apellido2,1,0,90,0,0,0,0
Nigeria,3,nombre3,apellido3,1,2,90,0,0,0,1
Nigeria,4,nombre4,apellido4,2,1,180,0,0,0,1
Nigeria,5,nombre5,apellido5,2,0,180,0,0,0,0
Nigeria,6,nombre6,apellido6,0,0,0,0,0,0,0
Nigeria,7,nombre7,apellido7,2,0,180,0,1,0,0
Nigeria,8,nombre8,apellido8,1,0,90,0,0,0,0
Nigeria,9,nombre9,apellido9,2,1,180,0,0,0,0
Nigeria,10,nombre10,apellido10,0,0,0,0,0,0,0
Nigeria,11,nombre11,apellido11,2,1,180,0,0,0,1
Nigeria,12,nombre12,apellido12,2,0,180,0,0,0,0
Nigeria,13,nombre13,apellido13,2,0,180,0,1,0,0
Nigeria,14,nombre14,apellido14,1,0,90,0,0,0,0
Nigeria,15,nombre15,apellido15,1,1,90,0,0,0,0
Nigeria,16,nombre16,apellido16,1,0,90,0,1,0,0
Nigeria,17,nombre17,apellido17,1,0,90,0,0,0,0
Nigeria,18,nombre18,apellido18,0,0,0,0,0,0,0
Nigeria,19,nombre19,apellido19,1,0,90,0,0,0,0
Nigeria,20,nombre20,apellido20,1,0,90,0,0,0,0
Nigeria,21,nombre21,apellido21,2,0,180,0,0,0,2
Nigeria,22,nombre22,apellido22,0,0,0,0,0,0,0
Nigeria,23,nombre23,apellido23,1,0,90,0,0,0,0
Nigeria,24,nombre24,apellido24,2,1,180,0,0,0,0
Nigeria,25,nombre25,apellido25,2,0,180,0,0,0,0
Nigeria,26,nombre26,apellido26,1,0,90,0,0,0,0
Emiratos Arabes,1,nombre1,apellido1,1,0,90,0,0,0,0
Emiratos Arabes,2,nombre2,apellido2,1,0,90,0,0,0,1
Emiratos Arabes,3,nombre3,apellido3,1,0,90,0,0,0,0
Emiratos Arabes,4,nombre4,apellido4,0,0,0,0,0,0,0
Emiratos Arabes,5,nombre5,apellido5,1,0,90,0,0,0,0
Emiratos Arabes,6,nombre6,apellido6,1,0,90,0,0,0,0
Emiratos Arabes,7,nombre7,apellido7,1,0,90,0,0,0,0
Emiratos Arabes,8,nombre8,apellido8,2,0,180,0,0,0,0
Emiratos Arabes,9,nombre9,apellido9,0,0,0,0,0,0,0
Emiratos Arabes,10,nombre10,apellido10,2,0,180,0,0,0,1
Emiratos Arabes,11,nombre11,apellido11,1,0,90,0,0,0,0
Emiratos Arabes,12,nombre12,apellido12,1,1,90,0,0,0,0
Emiratos Arabes,13,nombre13,apellido13,3,3,270,0,0,0,0
Emiratos Arabes,14,nombre14,apellido14,1,0,90,0,0,0,0
Emiratos Arabes,15,nombre15,apellido15,0,0,0,0,0,0,0
Emiratos Arabes,16,nombre16,apellido16,2,0,180,0,1,0,0
Emiratos Arabes,17,nombre17,apellido17,1,0,90,0,0,0,0
Emiratos Arabes,18,nombre18,apellido18,2,1,180,0,0,0,1
Emiratos Arabes,19,nombre19,apellido19,2,0,180,0,0,0,0
Emiratos Arabes,20,nombre20,apellido20,0,0,0,0,0,0,0
Emiratos Arabes,21,nombre21,apellido21,1,0,90,0,0,0,0
Emiratos Arabes,22,nombre22,apellido22,2,0,180,0,0,0,0
Emiratos Arabes,23,nombre23,apellido23,1,0,90,0,0,0,0
Emiratos Arabes,24,nombre24,apellido24,2,1,180,0,0,0,0
Emiratos Arabes,25,nombre25,apellido25,3,0,270,0,0,0,0
Emiratos Arabes,26,nombre26,apellido26,1,0,90,0,0,0,0
Escocia,1,nombre1,apellido1,0,0,0,0,0,0,0
Escocia,2,nombre2,apellido2,2,1,180,0,0,0,0
Escocia,3,nombre3,apellido3,3,1,270,0,0,0,1
Escocia,4,nombre4,apellido4,1,0,90,0,0,0,0
Escocia,5,nombre5,apellido5,2,0,180,0,0,0,1
Escocia,6,nombre6,apellido6,3,0,270,0,0,0,0
Escocia,7,nombre7,apellido7,2,0,180,0,0,0,1
Escocia,8,nombre8,apellido8,0,0,0,0,0,0,0
Escocia,9,nombre9,apellido9,2,1,180,0,0,0,0
Escocia,10,nombre10,apellido10,1,0,90,0,0,0,1
Escocia,11,nombre11,apellido11,2,2,180,0,0,0,1
Escocia,12,nombre12,apellido12,3,2,270,0,0,0,1
Escocia,13,nombre13,apellido13,3,1,270,0,0,0,1
Escocia,14,nombre14,apellido14,1,0,90,0,0,0,0
Escocia,15,nombre15,apellido15,1,0,90,0,0,0,0
Escocia,16,nombre16,apellido16,1,1,90,0,0,0,0
Escocia,17,nombre17,apellido17,1,0,90,0,0,0,0
Escocia,18,nombre18,apellido18,1,0,90,0,0,0,0
Escocia,19,nombre19,apellido19,2,0,180,0,0,0,0
Escocia,20,nombre20,apellido20,2,0,180,0,1,0,1
Escocia,21,nombre21,apellido21,3,0,270,0,0,0,0
Escocia,22,nombre22,apellido22,0,0,0,0,0,0,0
Escocia,23,nombre23,apellido23,1,0,90,0,0,0,1
Escocia,24,nombre24,apellido24,3,1,270,0,0,0,1
Escocia,25,nombre25,apellido25,2,0,180,0,0,0,1
Escocia,26,nombre26,apellido26,2,1,180,0,0,0,0
Suecia,1,nombre1,apellido1,1,0,90,0,0,0,0
Suecia,2,nombre2,apellido2,0,0,0,0,0,0,0
Suecia,3,nombre3,apellido3,1,0,90,0,0,0,1
Suecia,4,nombre4,apellido4,1,1,90,0,0,0,1
Suecia,5,nombre5,apellido5,2,0,180,0,0,0,0
Suecia,6,nombre6,apellido6,1,0,90,0,0,0,0
Suecia,7,nombre7,apellido7,2,1,180,0,0,0,0
Suecia,8,nombre8,apellido8,3,1,270,0,0,0,0
Suecia,9,nombre9,apellido9,0,0,0,0,0,0,0
Suecia,10,nombre10,apellido10,1,0,90,0,0,0,1
Suecia,11,nombre11,apellido11,3,1,270,0,0,0,1
Suecia,12,nombre12,apellido12,0,0,0,0,0,0,0
Suecia,13,nombre13,apellido13,0,0,0,0,0,0,0
Suecia,14,nombre14,apellido14,1,0,90,0,0,0,1
Suecia,15,nombre15,apellido15,1,0,90,0,0,0,0
Suecia,16,nombre16,apellido16,2,0,180,0,0,0,0
Suecia,17,nombre17,apellido17,2,0,180,0,0,0,0
Suecia,18,nombre18,apellido18,2,1,180,0,0,0,0
Suecia,19,nombre19,apellido19,2,0,180,0,0,0,0
Suecia,20,nombre20,apellido20,1,0,90,0,0,0,1
Suecia,21,nombre21,apellido21,0,0,0,0,0,0,0
Suecia,22,nombre22,apellido22,2,1,180,0,0,0,0
Suecia,23,nombre23,apellido23,2,1,180,0,0,0,1
Suecia,24,nombre24,apellido24,1,0,90,0,0,0,0
Suecia,25,nombre25,apellido25,1,0,90,0,0,0,0
Suecia,26,nombre26,apellido26,1,2,90,0,0,0,0
Paraguay,1,nombre1,apellido1,0,0,0,0,0,0,0
Paraguay,2,nombre2,apellido2,2,0,180,0,0,0,0
Paraguay,3,nombre3,apellido3,1,0,90,0,0,0,0
Paraguay,4,nombre4,apellido4,1,0,90,0,0,0,0
Paraguay,5,nombre5,apellido5,2,1,180,0,0,0,1
Paraguay,6,nombre6,apellido6,1,0,90,0,0,0,1
Paraguay,7,nombre7,apellido7,2,1,180,0,1,0,0
Paraguay,8,nombre8,apellido8,1,1,90,0,0,0,0
Paraguay,9,nombre9,apellido9,2,0,180,0,0,0,0
Paraguay,10,nombre10,apellido10,2,2,180,0,1,0,1
Paraguay,11,nombre11,apellido11,1,0,90,0,1,0,0
Paraguay,12,nombre12,apellido12,2,0,180,0,0,0,0
Paraguay,13,nombre13,apellido13,2,0,180,0,0,0,0
Paraguay,14,nombre14,apellido14,2,0,180,0,1,0,0
Paraguay,15,nombre15,apellido15,1,0,90,0,0,0,0
Paraguay,16,nombre16,apellido16,1,0,90,0,0,0,0
Paraguay,17,nombre17,apellido17,2,1,180,0,0,0,0
Paraguay,18,nombre18,apellido18,1,0,90,0,0,0,0
Paraguay,19,nombre19,apellido19,1,0,90,0,0,0,0
Paraguay,20,nombre20,apellido20,0,0,0,0,0,0,0
Paraguay,21,nombre21,apellido21,1,0,90,0,0,0,0
Paraguay,22,nombre22,apellido22,0,0,0,0,0,0,0
Paraguay,23,nombre23,apellido23,2,1,180,0,0,0,1
Paraguay,24,nombre24,apellido24,1,0,90,0,0,0,0
Paraguay,25,nombre25,apellido25,1,0,90,0,0,0,0
Paraguay,26,nombre26,apellido26,1,1,90,0,1,0,0
Jamaica,1,nombre1,apellido1,2,2,180,0,0,0,0
Jamaica,2,nombre2,apellido2,1,0,90,0,0,0,0
Jamaica,3,nombre3,apellido3,3,1,330,0,1,0,1
Jamaica,4,nombre4,apellido4,3,0,300,0,0,0,0
Jamaica,5,nombre5,apellido5,3,0,300,0,0,0,0
Jamaica,6,nombre6,apellido6,3,1,300,0,0,0,0
Jamaica,7,nombre7,apellido7,3,2,300,0,2,0,0
Jamaica,8,nombre8,apellido8,3,1,330,0,0,0,0
Jamaica,9,nombre9,apellido9,2,1,180,0,0,0,1
Jamaica,10,nombre10,apellido10,2,0,210,0,0,0,1
Jamaica,11,nombre11,apellido11,3,1,300,0,1,0,1
Jamaica,12,nombre12,apellido12,4,1,360,0,0,0,1
Jamaica,13,nombre13,apellido13,4,0,390,0,0,0,0
Jamaica,14,nombre14,apellido14,2,0,180,0,0,0,1
Jamaica,15,nombre15,apellido15,2,1,210,0,0,0,1
Jamaica,16,nombre16,apellido16,1,0,90,0,0,0,0
Jamaica,17,nombre17,apellido17,2,1,180,0,0,0,0
Jamaica,18,nombre18,apellido18,2,0,210,0,0,0,0
Jamaica,19,nombre19,apellido19,4,1,390,0,0,0,0
Jamaica,20,nombre20,apellido20,4,1,420,0,0,0,1
Jamaica,21,nombre21,apellido21,3,1,300,0,0,0,2
Jamaica,22,nombre22,apellido22,1,0,90,0,0,0,0
Jamaica,23,nombre23,apellido23,2,1,240,0,0,0,0
Jamaica,24,nombre24,apellido24,3,1,300,0,0,0,0
Jamaica,25,nombre25,apellido25,1,1,120,0,0,0,1
Jamaica,26,nombre26,apellido26,3,0,300,0,0,0,0
Argelia,1,nombre1,apellido1,1,0,90,0,0,0,0
Argelia,2,nombre2,apellido2,1,0,90,0,0,0,0
Argelia,3,nombre3,apellido3,1,0,90,0,0,0,0
Argelia,4,nombre4,apellido4,2,0,180,0,0,0,0
Argelia,5,nombre5,apellido5,1,0,90,0,0,0,0
Argelia,6,nombre6,apellido6,1,2,90,0,0,0,0
Argelia,7,nombre7,apellido7,2,0,180,0,0,0,0
Argelia,8,nombre8,apellido8,2,0,180,0,0,0,0
Argelia,9,nombre9,apellido9,0,0,0,0,0,0,0
Argelia,10,nombre10,apellido10,2,1,180,0,0,0,0
Argelia,11,nombre11,apellido11,2,0,180,0,0,0,0
Argelia,12,nombre12,apellido12,2,1,180,0,0,0,0
Argelia,13,nombre13,apellido13,1,0,90,0,0,0,0
Argelia,14,nombre14,apellido14,2,1,180,0,1,0,1
Argelia,15,nombre15,apellido15,1,0,90,0,0,0,1
Argelia,16,nombre16,apellido16,3,0,270,0,2,0,0
Argelia,17,nombre17,apellido17,1,0,90,0,0,0,0
Argelia,18,nombre18,apellido18,2,0,180,0,0,0,0
Argelia,19,nombre19,apellido19,1,1,90,0,0,0,0
Argelia,20,nombre20,apellido20,2,1,180,0,0,0,2
Argelia,21,nombre21,apellido21,0,0,0,0,0,0,0
Argelia,22,nombre22,apellido22,1,0,90,0,1,0,0
Argelia,23,nombre23,apellido23,0,0,0,0,0,0,0
Argelia,24,nombre24,apellido24,1,1,90,0,0,0,0
Argelia,25,nombre25,apellido25,1,0,90,0,0,0,0
Argelia,26,nombre26,apellido26,0,0,0,0,0,0,0
Uzbekistan,1,nombre1,apellido1,0,0,0,0,0,0,0
Uzbekistan,2,nombre2,apellido2,1,0,90,0,0,0,0
Uzbekistan,3,nombre3,apellido3,1,0,90,0,0,0,0
Uzbekistan,4,nombre4,apellido4,2,0,180,0,0,0,0
Uzbekistan,5,nombre5,apellido5,2,0,180,0,1,0,0
Uzbekistan,6,nombre6,apellido6,1,0,90,0,0,0,0
Uzbekistan,7,nombre7,apellido7,2,0,180,0,0,0,1
Uzbekistan,8,nombre8,apellido8,0,0,0,0,0,0,0
Uzbekistan,9,nombre9,apellido9,1,0,90,0,0,0,0
Uzbekistan,10,nombre10,apellido10,1,0,90,0,0,0,0
Uzbekistan,11,nombre11,apellido11,2,1,180,0,0,0,0
Uzbekistan,12,nombre12,apellido12,1,2,90,0,0,0,0
Uzbekistan,13,nombre13,apellido13,0,0,0,0,0,0,0
Uzbekistan,14,nombre14,apellido14,3,1,270,0,0,0,0
Uzbekistan,15,nombre15,apellido15,2,1,180,0,0,0,0
Uzbekistan,16,nombre16,apellido16,0,0,0,0,0,0,0
Uzbekistan,17,nombre17,apellido17,2,0,180,0,1,0,0
Uzbekistan,18,nombre18,apellido18,2,0,180,0,0,0,0
Uzbekistan,19,nombre19,apellido19,2,0,180,0,0,0,0
Uzbekistan,20,nombre20,apellido20,2,1,180,0,2,0,1
Uzbekistan,21,nombre21,apellido21,1,1,90,0,0,0,0
Uzbekistan,22,nombre22,apellido22,2,1,180,0,0,0,0
Uzbekistan,23,nombre23,apellido23,1,0,90,0,0,0,0
Uzbekistan,24,nombre24,apellido24,1,0,90,0,0,0,1
Uzbekistan,25,nombre25,apellido25,1,0,90,0,0,0,0
Uzbekistan,26,nombre26,apellido26,0,0,0,0,0,0,0
Turquia,1,nombre1,apellido1,2,0,180,0,0,0,2
Turquia,2,nombre2,apellido2,3,1,270,0,0,0,0
Turquia,3,nombre3,apellido3,2,0,180,0,0,0,1
Turquia,4,nombre4,apellido4,2,0,180,0,0,0,0
Turquia,5,nombre5,apellido5,3,1,300,0,0,0,0
Turquia,6,nombre6,apellido6,2,0,210,0,1,0,0
Turquia,7,nombre7,apellido7,5,2,480,0,1,0,1
Turquia,8,nombre8,apellido8,2,1,180,0,0,0,0
Turquia,9,nombre9,apellido9,3,2,300,0,0,0,1
Turquia,10,nombre10,apellido10,2,2,180,0,0,0,0
Turquia,11,nombre11,apellido11,2,0,210,0,0,0,0
Turquia,12,nombre12,apellido12,4,0,390,0,0,0,1
Turquia,13,nombre13,apellido13,4,1,390,0,1,0,0
Turquia,14,nombre14,apellido14,1,0,90,0,0,0,0
Turquia,15,nombre15,apellido15,2,0,210,0,0,0,1
Turquia,16,nombre16,apellido16,1,0,120,0,0,0,0
Turquia,17,nombre17,apellido17,1,1,90,0,0,0,0
Turquia,18,nombre18,apellido18,2,0,180,0,0,0,0
Turquia,19,nombre19,apellido19,4,2,390,0,0,0,0
Turquia,20,nombre20,apellido20,2,1,180,0,0,0,1
Turquia,21,nombre21,apellido21,1,1,90,0,1,0,0
Turquia,22,nombre22,apellido22,1,0,90,0,1,0,0
Turquia,23,nombre23,apellido23,0,0,0,0,0,0,0
Turquia,24,nombre24,apellido24,0,0,0,0,0,0,0
Turquia,25,nombre25,apellido25,3,0,300,0,0,0,0
Turquia,26,nombre26,apellido26,1,0,90,0,0,0,0
